Diameter_center(nm)	PDF_diameter
1.056105610561056	0.014240399086456131
1.8481848184818483	0.003624748142495965
2.6402640264026402	0.001874525294756792
3.4323432343234326	0.0032063372270884397
4.224422442244224	0.001017726284956767
5.016501650165017	0.004908836813919057
5.80858085808581	0.0014594439091800966
6.600660066006601	0.0016470074229834701
7.392739273927393	0.0009444766286785263
8.184818481848184	0.002946633900283769
8.976897689768977	0.003959920812132759
9.76897689768977	0.0015426821549508227
10.561056105610561	0.0048988482244265805
11.353135313531354	0.008404843136289626
12.145214521452147	0.0034516125912928556
12.937293729372938	0.0048611135530105066
13.72937293729373	0.003522642561017202
14.521452145214521	0.001896722160295656
15.313531353135314	0.001786847675878291
16.105610561056103	0.0037423915298519404
16.897689768976896	0.046051836933474415
17.68976897689769	0.01870973796270573
18.48184818481848	0.05652431809470892
19.273927392739274	0.08218833403073973
20.066006600660067	0.011411408573528316
20.85808580858086	0.09510801961763363
21.650165016501653	0.004564785398066715
22.442244224422446	0.007900974288557487
23.23432343234324	0.0038167510294071076
24.026402640264028	0.012035140495170411
24.818481848184817	0.007414862933256435
25.61056105610561	0.008761102828188342
26.402640264026402	0.011214966313509399
27.194719471947195	0.008827693424804923
27.986798679867988	0.0631900368160288
28.77887788778878	0.023843872961844228
29.570957095709574	0.006847733018738544
30.363036303630366	0.0029044598557599302
31.15511551155116	0.0027623999163112214
31.94719471947195	0.018008317011677894
32.73927392739274	0.005618026667885658
33.53135313531353	0.0021308990917306325
34.32343234323432	0.01717038533758574
35.115511551155116	0.0024394355227207974
35.90759075907591	0.002107592382914829
36.6996699669967	0.01817146397338836
37.491749174917494	0.005156331864677354
38.28382838283829	0.002625889193247228
39.07590759075907	0.00239615163492004
39.867986798679866	0.0020465510026829617
40.66006600660066	0.003968799558348304
41.45214521452145	0.0014583340659031518
42.244224422442244	0.0015449018415047088
43.03630363036304	0.0013628875440860504
43.82838283828383	0.0011842027764982213
44.62046204620462	0.002902240169206044
45.412541254125415	0.0008412612039228227
46.20462046204621	0.009944195761409619
46.996699669967	0.0029077893855907855
47.788778877887786	0.0061829368958496635
48.58085808580858	0.006657949818381284
49.37293729372937	0.0015837463561977152
50.165016501650165	0.0012230472911912277
50.95709570957096	0.0011042940605583227
51.74917491749175	0.006856611764954088
52.54125412541254	0.015872978546839327
53.333333333333336	0.001581526669643829
54.12541254125413	0.001696950370445905
54.91749174917492	0.002289606680333487
55.70957095709571	0.1427702391459537
56.5016501650165	0.08833575594172721
57.29372937293729	0.015485643243186208
58.085808580858085	0.0018678662350951327
58.87788778877888	0.0013817548797940822
59.66996699669967	0.0014550045360723226
60.462046204620464	0.002712456968848785
61.254125412541256	0.0010665593891422593
62.04620462046205	0.0024083599109663923
62.83828382838284	0.00610080849335588
63.630363036303635	0.003170822242226288
64.42244224422441	0.004987635686582012
65.21452145214522	0.01889508178995522
66.006600660066	0.0012985166340233542
66.7986798679868	0.0014816407747189554
67.59075907590758	0.0012763197684844934
68.38283828382839	0.15863100941674535
69.17491749174917	0.020195818110532462
69.96699669966998	0.0009067419572624621
70.75907590759076	0.0009866506732023608
71.55115511551156	0.020464400183552677
72.34323432343234	0.00021863912555777847
73.13531353135315	3.7734671416063285e-05
73.92739273927393	5.54921638471519e-06
74.71947194719473	1.7757492431088605e-05
75.51155115511551	8.878746215544304e-05
76.30363036303632	0.0
77.0957095709571	8.545793232461545e-05
77.88778877887788	0.0001231926037406772
78.67986798679868	4.6613417631607596e-05
79.47194719471946	0.0689456840502554

Weighted Mean Diameter: 42.308 nm
