Diameter_center(nm)	PDF_diameter
10.267857142857142	0.010601750431630134
10.962301587301589	0.0
11.656746031746032	0.0
12.351190476190476	0.0
13.045634920634921	0.0
13.740079365079364	0.0
14.43452380952381	0.0
15.128968253968253	0.0
15.8234126984127	0.0
16.517857142857146	0.0
17.21230158730159	0.0
17.90674603174603	0.0
18.601190476190474	0.0
19.295634920634917	0.0
19.990079365079367	0.005640764169951494
20.68452380952381	0.0
21.378968253968253	0.0
22.073412698412696	0.0
22.767857142857146	0.0
23.46230158730159	0.0
24.15674603174603	0.0
24.851190476190474	0.0
25.545634920634917	0.0
26.240079365079364	0.0
26.93452380952381	0.0
27.628968253968253	0.0
28.323412698412696	0.0
29.017857142857142	0.0
29.71230158730159	0.004206521395141116
30.40674603174603	0.0
31.101190476190474	0.0
31.795634920634917	0.0
32.49007936507936	0.0
33.18452380952381	0.0
33.87896825396825	0.0
34.573412698412696	0.0
35.267857142857146	0.0
35.96230158730159	0.0
36.65674603174603	0.0
37.351190476190474	0.0
38.04563492063492	0.0
38.74007936507936	0.0
39.43452380952381	0.0021380724154057506
40.12896825396825	0.0
40.823412698412696	0.0
41.517857142857146	0.0
42.21230158730159	0.0
42.90674603174603	0.0
43.601190476190474	0.0
44.29563492063492	0.0
44.99007936507936	0.0
45.6845238095238	0.0
46.37896825396825	0.0
47.0734126984127	0.0
47.767857142857146	0.0
48.46230158730159	0.0
49.15674603174603	0.0
49.851190476190474	0.003657129193669199
50.54563492063492	0.0
51.24007936507936	0.0
51.9345238095238	0.0
52.62896825396825	0.0
53.3234126984127	0.0
54.017857142857146	0.0
54.71230158730159	0.0
55.40674603174603	0.0
56.101190476190474	0.0
56.79563492063492	0.0
57.49007936507936	0.0
58.1845238095238	0.0
58.87896825396825	0.0
59.5734126984127	0.001160812554722968
60.267857142857146	0.0
60.96230158730159	0.0
61.65674603174603	0.0
62.351190476190474	0.0
63.04563492063492	0.0
63.74007936507936	0.0
64.4345238095238	0.0
65.12896825396825	0.0
65.82341269841271	0.0
66.51785714285714	0.0
67.2123015873016	0.0
67.90674603174602	0.0
68.60119047619048	0.0
69.29563492063491	0.0026089800166674347
69.99007936507937	0.0
70.6845238095238	0.0
71.37896825396825	0.0
72.0734126984127	0.0
72.76785714285714	0.0
73.4623015873016	0.0
74.15674603174602	0.0
74.85119047619048	0.0
75.54563492063491	0.0
76.24007936507937	0.0
76.93452380952381	0.0
77.62896825396825	0.0
78.32341269841271	0.0
79.01785714285714	1.4099859698228152

Weighted Mean Diameter: 77.970 nm
