Diameter_center(nm)	PDF_diameter
19.692460317460316	0.0005771451888886879
39.236111111111114	0.00022287852941652633
58.779761904761905	0.00017119589968906133
78.32341269841271	0.00019894888710581142
97.8670634920635	0.00012590050531520827
117.41071428571429	0.00015770174049128992
136.9543650793651	0.0001604905333921626
156.49801587301587	0.00026106699994621986
176.04166666666666	0.00048052700903264417
195.58531746031747	0.00019701472428746404
215.12896825396825	0.00021963993120906127
234.67261904761904	0.00022409300374432586
254.21626984126982	0.0018664221391744367
273.75992063492066	0.0030491402123284457
293.30357142857144	0.003793478033677532
312.8472222222223	0.0038546065748434367
332.390873015873	0.000505221320364566
351.93452380952385	0.0006424569194059024
371.47817460317464	0.0003005149253343711
391.0218253968254	0.0008096045713356325
410.56547619047626	0.0029187866344779815
430.109126984127	0.0009663617206830784
449.6527777777778	0.0003952439229027281
469.19642857142856	0.0008418106312876472
488.7400793650794	0.00022769144619706424
508.2837301587302	0.0007822564086948178
527.827380952381	0.0001842852341108993
547.3710317460318	0.0007364662284837087
566.9146825396826	0.00031540348098258077
586.4583333333334	0.0001800570642289309
606.0019841269841	0.0001608503776374371
625.5456349206349	0.00012171731596389883
645.0892857142858	0.00010323031786295189
664.6329365079366	5.204247397273901e-05
684.1765873015873	9.967685594087207e-05
703.7202380952381	0.0005208745450339825
723.2638888888889	0.0002975911908415206
742.8075396825398	0.0002870207661365996
762.3511904761906	9.432417279242326e-05
781.8948412698413	0.00034207693566350725
801.438492063492	0.0006432215884271113
820.9821428571429	0.00016157006612798396
840.5257936507937	0.006362406100687939
860.0694444444446	0.003631638084365603
879.6130952380953	0.00013170299377024972
899.156746031746	0.00011753412661259036
918.7003968253969	9.459405597637814e-05
938.2440476190477	0.0003448657285643821
957.7876984126984	0.000238396812493963
977.3313492063493	0.0008580486028556297
996.875	0.00011267622930139259
1016.4186507936508	8.172962420783646e-05
1035.9623015873017	0.007217620930112037
1055.5059523809523	7.673678530466054e-05
1075.0496031746034	0.0008313301676440422
1094.593253968254	8.4563397639368e-06
1114.1369047619048	9.445911438440153e-07
1133.6805555555557	3.598442452739064e-06
1153.2242063492063	3.463500860761349e-06
1172.7678571428573	5.937430047019456e-06
1192.311507936508	2.608870778235821e-06
1211.8551587301588	2.6988318395543296e-06
1231.3988095238096	7.691670742729748e-06
1250.9424603174602	1.3044353891179105e-06
1270.4861111111113	7.016962782841175e-06
1290.029761904762	2.968715023509728e-06
1309.5734126984128	2.698831839554329e-07
1329.1170634920636	1.6192991037325786e-06
1348.6607142857142	7.871592865366703e-06
1368.2043650793653	2.428948655598868e-06
1387.748015873016	4.812916780538498e-06
1407.2916666666667	1.1335093726128183e-05
1426.8353174603176	1.4663652994911685e-05
1446.3789682539682	1.3674081320408444e-05
1465.9226190476193	1.3224276013816059e-05
1485.4662698412699	2.298505116687077e-05
1505.0099206349207	1.4258828218978706e-05
1524.5535714285716	1.4438750341615494e-05
1544.0972222222222	1.2819451237882916e-05
1563.6408730158732	1.0570424704921e-05
1583.1845238095239	1.4213847688319301e-05
1602.7281746031747	1.173991850206133e-05
1622.2718253968255	1.1020230011513382e-05
1641.8154761904761	8.141476049322133e-06
1661.3591269841272	1.2999373360519868e-05
1680.9027777777778	5.982410577678693e-06
1700.4464285714287	8.636261886573854e-06
1719.9900793650795	1.713758218116979e-05
1739.5337301587301	5.30770261779012e-06
1759.0773809523812	7.961553926685178e-06
1778.6210317460318	7.241865436137366e-06
1798.1646825396826	0.0004509748003895284
1817.7083333333335	5.950924206217227e-05
1837.251984126984	4.543033596583068e-05
1856.7956349206352	3.59394439967314e-05
1876.3392857142858	3.076668297091935e-05
1895.8829365079364	2.829275378466089e-05
1915.4265873015875	2.2625206921596862e-05
1934.970238095238	2.8652598029934797e-05
1954.5138888888891	0.001813390093527192

Weighted Mean Diameter: 674.503 nm
